"","iso3","year","population"
"1018","BIH","1989",4507819
"1019","BIH","1990",4463422
"1020","BIH","1991",4369320
"1021","BIH","1992",4233673
"1022","BIH","1993",4078940
"1023","BIH","1994",3936527
"1024","BIH","1995",3829049
"1025","BIH","1996",3764419
"1026","BIH","1997",3736070
"1027","BIH","1998",3734338
"1028","BIH","1999",3743353
"1029","BIH","2000",3751176
"1030","BIH","2001",3755514
"1031","BIH","2002",3759389
"1032","BIH","2003",3762179
"1033","BIH","2004",3764194
"1034","BIH","2005",3765332
"1035","BIH","2006",3765422
"1036","BIH","2007",3762791
"1037","BIH","2008",3754261
"1038","BIH","2009",3735945
"1039","BIH","2010",3705478
"1040","BIH","2011",3661173
"1041","BIH","2012",3604972
"1042","BIH","2013",3542598
"1043","BIH","2014",3482106
"1044","BIH","2015",3429362
"1045","BIH","2016",3386263
"1046","BIH","2017",3351534
"1047","BIH","2018",3323929
"1048","BIH","2019",3300998
"1049","BIH","2020",3280815
"1050","BIH","2021",3263459
"1051","BLR","1980",9643000
"1052","BLR","1981",9710000
"1053","BLR","1982",9776000
"1054","BLR","1983",9843000
"1055","BLR","1984",9910000
"1056","BLR","1985",9975000
"1057","BLR","1986",10043000
"1058","BLR","1987",10111000
"1059","BLR","1988",10140000
"1060","BLR","1989",10170000
"1061","BLR","1990",10189348
"1062","BLR","1991",10194050
"1063","BLR","1992",10216470
"1064","BLR","1993",10239050
"1065","BLR","1994",10226955
"1066","BLR","1995",10193831
"1067","BLR","1996",10159569
"1068","BLR","1997",10117433
"1069","BLR","1998",10071963
"1070","BLR","1999",10026738
"1071","BLR","2000",9979610
"1072","BLR","2001",9928549
"1073","BLR","2002",9865548
"1074","BLR","2003",9796749
"1075","BLR","2004",9730146
"1076","BLR","2005",9663915
"1077","BLR","2006",9604924
"1078","BLR","2007",9560953
"1079","BLR","2008",9527985
"1080","BLR","2009",9504583
"1081","BLR","2010",9483836
"1082","BLR","2011",9461643
"1083","BLR","2012",9446836
"1084","BLR","2013",9443211
"1085","BLR","2014",9448515
"1086","BLR","2015",9461076
"1087","BLR","2016",9469379
"1088","BLR","2017",9458989
"1089","BLR","2018",9438785
"1090","BLR","2019",9419758
"1091","BLR","2020",9379952
"1092","BLR","2021",9340314
"1093","BLZ","1980",144142
"1094","BLZ","1981",147572
"1095","BLZ","1982",151486
"1096","BLZ","1983",155820
"1097","BLZ","1984",160341
"1098","BLZ","1985",164918
"1099","BLZ","1986",169569
"1100","BLZ","1987",174333
"1101","BLZ","1988",179023
"1102","BLZ","1989",183471
"1103","BLZ","1990",187554
"1104","BLZ","1991",191136
"1105","BLZ","1992",194324
"1106","BLZ","1993",197625
"1107","BLZ","1994",201679
"1108","BLZ","1995",206962
"1109","BLZ","1996",213660
"1110","BLZ","1997",221575
"1111","BLZ","1998",230248
"1112","BLZ","1999",238979
"1113","BLZ","2000",247310
"1114","BLZ","2001",255068
"1115","BLZ","2002",262387
"1116","BLZ","2003",269428
"1117","BLZ","2004",276516
"1118","BLZ","2005",283798
"1119","BLZ","2006",291338
"1120","BLZ","2007",299031
"1121","BLZ","2008",306822
"1122","BLZ","2009",314655
"1123","BLZ","2010",322465
"1124","BLZ","2011",330236
"1125","BLZ","2012",338001
"1126","BLZ","2013",345707
"1127","BLZ","2014",353366
"1128","BLZ","2015",360926
"1129","BLZ","2016",368399
"1130","BLZ","2017",375775
"1131","BLZ","2018",383071
"1132","BLZ","2019",390351
"1133","BLZ","2020",397621
"1134","BLZ","2021",404915
"1135","BMU","1980",54670
"1136","BMU","1981",55050
"1137","BMU","1982",55449
"1138","BMU","1983",55930
"1139","BMU","1984",56423
"1140","BMU","1985",56898
"1141","BMU","1986",57382
"1142","BMU","1987",57849
"1143","BMU","1988",58347
"1144","BMU","1989",58841
"1145","BMU","1990",59326
"1146","BMU","1991",59021
"1147","BMU","1992",58595
"1148","BMU","1993",58910
"1149","BMU","1994",59320
"1150","BMU","1995",59746
"1151","BMU","1996",60129
"1152","BMU","1997",60497
"1153","BMU","1998",60943
"1154","BMU","1999",61285
"1155","BMU","2000",61833
"1156","BMU","2001",62504
"1157","BMU","2002",62912
"1158","BMU","2003",63325
"1159","BMU","2004",63740
"1160","BMU","2005",64154
"1161","BMU","2006",64523
"1162","BMU","2007",64888
"1163","BMU","2008",65273
"1164","BMU","2009",65636
"1165","BMU","2010",65124
"1166","BMU","2011",64564
"1167","BMU","2012",64798
"1168","BMU","2013",65001
"1169","BMU","2014",65138
"1170","BMU","2015",65237
"1171","BMU","2016",64554
"1172","BMU","2017",63873
"1173","BMU","2018",63918
"1174","BMU","2019",63911
"1175","BMU","2020",63893
"1176","BMU","2021",63867
"1177","BOL","1980",5579932
"1178","BOL","1981",5697098
"1179","BOL","1982",5814344
"1180","BOL","1983",5932812
"1181","BOL","1984",6054126
"1182","BOL","1985",6179460
"1183","BOL","1986",6309129
"1184","BOL","1987",6442824
"1185","BOL","1988",6580318
"1186","BOL","1989",6721117
"1187","BOL","1990",6864839
"1188","BOL","1991",7011456
"1189","BOL","1992",7160917
"1190","BOL","1993",7312857
"1191","BOL","1994",7466792
"1192","BOL","1995",7622334
"1193","BOL","1996",7779268
"1194","BOL","1997",7937453
"1195","BOL","1998",8096761
"1196","BOL","1999",8257066
"1197","BOL","2000",8418270
"1198","BOL","2001",8580244
"1199","BOL","2002",8742822
"1200","BOL","2003",8905820
"1201","BOL","2004",9069044
"1202","BOL","2005",9232301
"1203","BOL","2006",9395449
"1204","BOL","2007",9558438
"1205","BOL","2008",9721457
"1206","BOL","2009",9884790
"1207","BOL","2010",10048597
"1208","BOL","2011",10212951
"1209","BOL","2012",10377677
"1210","BOL","2013",10542375
"1211","BOL","2014",10706517
"1212","BOL","2015",10869732
"1213","BOL","2016",11031822
"1214","BOL","2017",11192853
"1215","BOL","2018",11353140
"1216","BOL","2019",11513102
"1217","BOL","2020",11673029
"1218","BOL","2021",11832936
"1219","BRA","1980",120694012
"1220","BRA","1981",123570327
"1221","BRA","1982",126498322
"1222","BRA","1983",129448815
"1223","BRA","1984",132383569
"1224","BRA","1985",135274083
"1225","BRA","1986",138108915
"1226","BRA","1987",140891606
"1227","BRA","1988",143627505
"1228","BRA","1989",146328305
"1229","BRA","1990",149003225
"1230","BRA","1991",151648007
"1231","BRA","1992",154259382
"1232","BRA","1993",156849086
"1233","BRA","1994",159432717
"1234","BRA","1995",162019889
"1235","BRA","1996",164614682
"1236","BRA","1997",167209046
"1237","BRA","1998",169785253
"1238","BRA","1999",172318674
"1239","BRA","2000",174790339
"1240","BRA","2001",177196051
"1241","BRA","2002",179537523
"1242","BRA","2003",181809244
"1243","BRA","2004",184006479
"1244","BRA","2005",186127108
"1245","BRA","2006",188167353
"1246","BRA","2007",190130445
"1247","BRA","2008",192030362
"1248","BRA","2009",193886505
"1249","BRA","2010",195713637
"1250","BRA","2011",197514541
"1251","BRA","2012",199287292
"1252","BRA","2013",201035904
"1253","BRA","2014",202763744
"1254","BRA","2015",204471759
"1255","BRA","2016",206163056
"1256","BRA","2017",207833825
"1257","BRA","2018",209469320
"1258","BRA","2019",211049519
"1259","BRA","2020",212559409
"1260","BRA","2021",213993441
"1261","BRB","1980",252388
"1262","BRB","1981",253296
"1263","BRB","1982",254078
"1264","BRB","1983",254791
"1265","BRB","1984",255493
"1266","BRB","1985",256260
"1267","BRB","1986",257117
"1268","BRB","1987",258012
"1269","BRB","1988",258970
"1270","BRB","1989",259961
"1271","BRB","1990",260933
"1272","BRB","1991",261912
"1273","BRB","1992",262890
"1274","BRB","1993",263869
"1275","BRB","1994",264893
"1276","BRB","1995",265955
"1277","BRB","1996",267047
"1278","BRB","1997",268183
"1279","BRB","1998",269334
"1280","BRB","1999",270455
"1281","BRB","2000",271511
"1282","BRB","2001",272494
"1283","BRB","2002",273423
"1284","BRB","2003",274331
"1285","BRB","2004",275283
"1286","BRB","2005",276320
"1287","BRB","2006",277475
"1288","BRB","2007",278701
"1289","BRB","2008",279946
"1290","BRB","2009",281107
"1291","BRB","2010",282131
"1292","BRB","2011",282987
"1293","BRB","2012",283698
"1294","BRB","2013",284294
"1295","BRB","2014",284825
"1296","BRB","2015",285327
"1297","BRB","2016",285798
"1298","BRB","2017",286229
"1299","BRB","2018",286640
"1300","BRB","2019",287021
"1301","BRB","2020",287371
"1302","BRB","2021",287708
"1303","BRN","1980",193880
"1304","BRN","1981",200027
"1305","BRN","1982",206064
"1306","BRN","1983",212073
"1307","BRN","1984",218176
"1308","BRN","1985",224440
"1309","BRN","1986",230917
"1310","BRN","1987",237565
"1311","BRN","1988",244405
"1312","BRN","1989",251456
"1313","BRN","1990",258714
"1314","BRN","1991",266208
"1315","BRN","1992",273888
"1316","BRN","1993",281684
"1317","BRN","1994",289452
"1318","BRN","1995",297112
"1319","BRN","1996",304620
"1320","BRN","1997",311962
"1321","BRN","1998",319135
"1322","BRN","1999",326214
"1323","BRN","2000",333166
"1324","BRN","2001",340037
"1325","BRN","2002",346777
"1326","BRN","2003",353295
"1327","BRN","2004",359434
"1328","BRN","2005",365112
"1329","BRN","2006",370262
"1330","BRN","2007",374967
"1331","BRN","2008",379418
"1332","BRN","2009",383902
"1333","BRN","2010",388634
"1334","BRN","2011",393687
"1335","BRN","2012",398997
"1336","BRN","2013",404414
"1337","BRN","2014",409778
"1338","BRN","2015",414914
"1339","BRN","2016",419791
"1340","BRN","2017",424481
"1341","BRN","2018",428960
"1342","BRN","2019",433296
"1343","BRN","2020",437483
"1344","BRN","2021",441532
"1345","BTN","1980",406883
"1346","BTN","1981",418107
"1347","BTN","1982",428938
"1348","BTN","1983",439823
"1349","BTN","1984",451471
"1350","BTN","1985",464264
"1351","BTN","1986",478683
"1352","BTN","1987",494313
"1353","BTN","1988",509532
"1354","BTN","1989",522173
"1355","BTN","1990",530801
"1356","BTN","1991",534637
"1357","BTN","1992",534525
"1358","BTN","1993",532590
"1359","BTN","1994",531905
"1360","BTN","1995",534629
"1361","BTN","1996",541471
"1362","BTN","1997",551713
"1363","BTN","1998",564378
"1364","BTN","1999",577886
"1365","BTN","2000",591014
"1366","BTN","2001",603643
"1367","BTN","2002",616025
"1368","BTN","2003",627840
"1369","BTN","2004",638809
"1370","BTN","2005",648744
"1371","BTN","2006",657404
"1372","BTN","2007",664873
"1373","BTN","2008",671611
"1374","BTN","2009",678329
"1375","BTN","2010",685502
"1376","BTN","2011",693297
"1377","BTN","2012",701582
"1378","BTN","2013",710235
"1379","BTN","2014",719053
"1380","BTN","2015",727885
"1381","BTN","2016",736706
"1382","BTN","2017",745563
"1383","BTN","2018",754396
"1384","BTN","2019",763094
"1385","BTN","2020",771612
"1386","BTN","2021",779900
"1387","BWA","1980",897860
"1388","BWA","1981",930412
"1389","BWA","1982",962859
"1390","BWA","1983",996124
"1391","BWA","1984",1031439
"1392","BWA","1985",1069585
"1393","BWA","1986",1110948
"1394","BWA","1987",1154904
"1395","BWA","1988",1200073
"1396","BWA","1989",1244484
"1397","BWA","1990",1286756
"1398","BWA","1991",1326321
"1399","BWA","1992",1363541
"1400","BWA","1993",1399110
"1401","BWA","1994",1434061
"1402","BWA","1995",1469173
"1403","BWA","1996",1504724
"1404","BWA","1997",1540424
"1405","BWA","1998",1575827
"1406","BWA","1999",1610260
"1407","BWA","2000",1643333
"1408","BWA","2001",1674674
"1409","BWA","2002",1704637
"1410","BWA","2003",1734387
"1411","BWA","2004",1765533
"1412","BWA","2005",1799077
"1413","BWA","2006",1835911
"1414","BWA","2007",1875458
"1415","BWA","2008",1915636
"1416","BWA","2009",1953495
"1417","BWA","2010",1987106
"1418","BWA","2011",2015406
"1419","BWA","2012",2039551
"1420","BWA","2013",2062551
"1421","BWA","2014",2088619
"1422","BWA","2015",2120716
"1423","BWA","2016",2159925
"1424","BWA","2017",2205076
"1425","BWA","2018",2254067
"1426","BWA","2019",2303703
"1427","BWA","2020",2351625
"1428","BWA","2021",2397240
"1429","CAF","1980",2199359
"1430","CAF","1981",2264441
"1431","CAF","1982",2335339
"1432","CAF","1983",2408322
"1433","CAF","1984",2478382
"1434","CAF","1985",2542170
"1435","CAF","1986",2597765
"1436","CAF","1987",2646836
"1437","CAF","1988",2693974
"1438","CAF","1989",2745735
"1439","CAF","1990",2806740
"1440","CAF","1991",2878507
"1441","CAF","1992",2959236
"1442","CAF","1993",3046148
"1443","CAF","1994",3135017
"1444","CAF","1995",3222662
"1445","CAF","1996",3308235
"1446","CAF","1997",3392432
"1447","CAF","1998",3475485
"1448","CAF","1999",3558019
"1449","CAF","2000",3640421
"1450","CAF","2001",3722016
"1451","CAF","2002",3802129
"1452","CAF","2003",3881185
"1453","CAF","2004",3959883
"1454","CAF","2005",4038380
"1455","CAF","2006",4118075
"1456","CAF","2007",4198004
"1457","CAF","2008",4273368
"1458","CAF","2009",4337623
"1459","CAF","2010",4386765
"1460","CAF","2011",4418639
"1461","CAF","2012",4436411
"1462","CAF","2013",4447945
"1463","CAF","2014",4464171
"1464","CAF","2015",4493171
"1465","CAF","2016",4537683
"1466","CAF","2017",4596023
"1467","CAF","2018",4666375
"1468","CAF","2019",4745179
"1469","CAF","2020",4829764
"1470","CAF","2021",4919987
"1471","CAN","1980",24515667
"1472","CAN","1981",24819915
"1473","CAN","1982",25116942
"1474","CAN","1983",25366451
"1475","CAN","1984",25607053
"1476","CAN","1985",25842116
"1477","CAN","1986",26100278
"1478","CAN","1987",26446601
"1479","CAN","1988",26791747
"1480","CAN","1989",27276781
"1481","CAN","1990",27691138
"1482","CAN","1991",28037420
"1483","CAN","1992",28371264
"1484","CAN","1993",28684764
"1485","CAN","1994",29000663
"1486","CAN","1995",29302311
"1487","CAN","1996",29610218
"1488","CAN","1997",29905948
"1489","CAN","1998",30155173
"1490","CAN","1999",30401286
"1491","CAN","2000",30685730
"1492","CAN","2001",31020902
"1493","CAN","2002",31360079
"1494","CAN","2003",31644028
"1495","CAN","2004",31940655
"1496","CAN","2005",32243753
"1497","CAN","2006",32571174
"1498","CAN","2007",32889025
"1499","CAN","2008",33247118
"1500","CAN","2009",33628895
"1501","CAN","2010",34004889
"1502","CAN","2011",34339328
"1503","CAN","2012",34714222
"1504","CAN","2013",35082954
"1505","CAN","2014",35437435
"1506","CAN","2015",35702908
"1507","CAN","2016",36109487
"1508","CAN","2017",36545236
"1509","CAN","2018",37065084
"1510","CAN","2019",37601230
"1511","CAN","2020",38037204
"1512","CAN","2021",38246108
"1513","CEB","1980",106541316
"1514","CEB","1981",107129392
"1515","CEB","1982",107730380
"1516","CEB","1983",108297837
"1517","CEB","1984",108838073
"1518","CEB","1985",109338285
"1519","CEB","1986",109824166
"1520","CEB","1987",110296425
"1521","CEB","1988",110686740
"1522","CEB","1989",110801640
"1523","CEB","1990",110743128
"1524","CEB","1991",110469467
"1525","CEB","1992",110111454
"1526","CEB","1993",110041924
"1527","CEB","1994",110021594
"1528","CEB","1995",109864246
"1529","CEB","1996",109626194
"1530","CEB","1997",109422013
"1531","CEB","1998",109238340
"1532","CEB","1999",109060951
"1533","CEB","2000",108447824
"1534","CEB","2001",107660041
"1535","CEB","2002",106959751
"1536","CEB","2003",106624167
"1537","CEB","2004",106331716
"1538","CEB","2005",106041911
"1539","CEB","2006",105772481
"1540","CEB","2007",105378748
"1541","CEB","2008",105001883
"1542","CEB","2009",104800475
"1543","CEB","2010",104421447
"1544","CEB","2011",104174038
"1545","CEB","2012",103935318
"1546","CEB","2013",103713726
"1547","CEB","2014",103496179
"1548","CEB","2015",103257886
"1549","CEB","2016",102994278
"1550","CEB","2017",102740078
"1551","CEB","2018",102538451
"1552","CEB","2019",102398494
"1553","CEB","2020",102172351
"1554","CEB","2021",101669618
"1555","CHE","1980",6319408
"1556","CHE","1981",6354074
"1557","CHE","1982",6391309
"1558","CHE","1983",6418773
"1559","CHE","1984",6441865
"1560","CHE","1985",6470365
"1561","CHE","1986",6504124
"1562","CHE","1987",6545106
"1563","CHE","1988",6593386
"1564","CHE","1989",6646912
"1565","CHE","1990",6715519
"1566","CHE","1991",6799978
"1567","CHE","1992",6875364
"1568","CHE","1993",6938265
"1569","CHE","1994",6993795
"1570","CHE","1995",7040687
"1571","CHE","1996",7071850
"1572","CHE","1997",7088906
"1573","CHE","1998",7110001
"1574","CHE","1999",7143991
"1575","CHE","2000",7184250
"1576","CHE","2001",7229854
"1577","CHE","2002",7284753
"1578","CHE","2003",7339001
"1579","CHE","2004",7389625
"1580","CHE","2005",7437115
"1581","CHE","2006",7483934
"1582","CHE","2007",7551117
"1583","CHE","2008",7647675
"1584","CHE","2009",7743831
"1585","CHE","2010",7824909
"1586","CHE","2011",7912398
"1587","CHE","2012",7996861
"1588","CHE","2013",8089346
"1589","CHE","2014",8188649
"1590","CHE","2015",8282396
"1591","CHE","2016",8373338
"1592","CHE","2017",8451840
"1593","CHE","2018",8514329
"1594","CHE","2019",8575280
"1595","CHE","2020",8636561
"1596","CHE","2021",8697723
"1597","CHI","1980",128204
"1598","CHI","1981",128986
"1599","CHI","1982",129976
"1600","CHI","1983",131153
"1601","CHI","1984",132445
"1602","CHI","1985",133800
"1603","CHI","1986",135242
"1604","CHI","1987",136762
"1605","CHI","1988",138250
"1606","CHI","1989",139580
"1607","CHI","1990",140677
"1608","CHI","1991",141469
"1609","CHI","1992",142006
"1610","CHI","1993",142407
"1611","CHI","1994",142867
"1612","CHI","1995",143480
"1613","CHI","1996",144348
"1614","CHI","1997",145387
"1615","CHI","1998",146500
"1616","CHI","1999",147553
"1617","CHI","2000",148439
"1618","CHI","2001",149097
"1619","CHI","2002",149591
"1620","CHI","2003",150070
"1621","CHI","2004",150722
"1622","CHI","2005",151674
"1623","CHI","2006",152999
"1624","CHI","2007",154644
"1625","CHI","2008",156441
"1626","CHI","2009",158187
"1627","CHI","2010",159718
"1628","CHI","2011",160990
"1629","CHI","2012",162051
"1630","CHI","2013",163039
"1631","CHI","2014",164107
"1632","CHI","2015",165387
"1633","CHI","2016",166922
"1634","CHI","2017",168666
"1635","CHI","2018",170496
"1636","CHI","2019",172264
"1637","CHI","2020",173859
"1638","CHI","2021",175244
"1639","CHL","1980",11419350
"1640","CHL","1981",11582020
"1641","CHL","1982",11743909
"1642","CHL","1983",11907955
